code,SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,ZGFW,SHFW,GGSS,SHZA,risk
28,0.000613874,0.084100675,0.000000000,0.208717004,0.011049724,0.009208103,0.000614000,0.000613874,0.000000000,0,0,2,8,0,0,376,0,92,8,8,1
29,0.009345794,0.317757009,0.003738318,0.216822430,0.013084112,0.005607477,0.029900000,0.001869159,0.000000000,36,28,40,0,66,8,0,0,1796,116,128,1
30,0.001790510,0.089525515,0.017009848,0.236347359,0.002685765,0.000000000,0.015200000,0.000000000,0.000000000,0,6,32,0,4,12,870,0,42,0,187,1
31,0.002909796,0.493695441,0.000000000,0.198836081,0.014548982,0.003879728,0.009700000,0.000969932,0.000000000,0,0,2,0,0,0,14,0,5164,10,10,1
32,0.000000000,0.513112885,0.012542759,0.213226910,0.011402509,0.003420753,0.000000000,0.000000000,0.000000000,0,2,34,4,0,0,156,0,2212,2,298,1
33,0.000000000,0.000152045,0.000000000,0.210430287,0.000000000,0.000000000,0.105000000,0.000000000,0.000152045,10,0,2,0,0,2,414,0,1819,15,100,1
34,0.001267427,0.309252218,0.001267427,0.188212928,0.019011407,0.007604563,0.000634000,0.000000000,0.001901141,0,0,0,0,0,0,0,0,108,0,0,1
35,0.002967359,0.409495549,0.000000000,0.249258160,0.017804154,0.011869436,0.000000000,0.000000000,0.000000000,0,0,122,0,10,8,0,0,2374,0,4,1
36,0.000000000,0.000333000,0.000333000,0.262404262,0.018648019,0.002664003,0.005660000,0.000000000,0.000000000,2,2,0,0,4,6,76,0,758,8,56,1
37,0.000000000,0.429268293,0.035365854,0.257317073,0.021951220,0.000000000,0.000000000,0.000000000,0.000000000,0,0,2450,0,0,0,0,0,14,0,0,1
38,0.000295029,0.000147514,0.000000000,0.041156513,0.000000000,0.000000000,0.092600000,0.000000000,0.000000000,10,22,169,14,29,30,1515,3,1806,61,242,1
39,0.008620690,0.351724138,0.000000000,0.125862069,0.001724138,0.000000000,0.065500000,0.000000000,0.000000000,0,0,44,1,0,9,4928,0,172,0,21,1
40,0.008756567,0.382661996,0.022767075,0.190893170,0.019264448,0.006129597,0.000000000,0.000000000,0.000875657,0,0,438,4,0,0,377,0,482,0,0,1
41,0.000558971,0.003912800,0.015651202,0.221352711,0.009502515,0.006148686,0.000000000,0.001117943,0.000000000,6,4,0,4,2,0,16,0,2282,6,14,1
42,0.001904762,0.400000000,0.001904762,0.268571429,0.055238095,0.011428571,0.000000000,0.000000000,0.000000000,18,0,38,0,4,0,10,0,140,38,8,1
43,0.001736111,0.007812500,0.000868056,0.292534722,0.020833333,0.009548611,0.000000000,0.000868056,0.000000000,16,0,32,0,4,0,0,0,3388,16,48,1
44,0.012121212,0.472727273,0.018181818,0.139393939,0.012121212,0.006060606,0.000000000,0.000000000,0.000000000,8,0,0,2,21,0,0,0,88,2,6,1
45,0.000792393,0.565768621,0.021394612,0.197305864,0.026148970,0.007131537,0.000000000,0.003961965,0.004754358,18,6,0,6,2,0,2,0,220,2,0,2
46,0.003039514,0.036474164,0.000000000,0.215805471,0.039513678,0.021276596,0.000000000,0.000000000,0.000000000,0,0,4,0,0,0,0,0,2340,4,10,1
47,0.000574383,0.045950603,0.002297530,0.157955198,0.018380241,0.006318208,0.007470000,0.000574383,0.000000000,38,0,310,0,8,0,68,0,2734,12,80,1
48,0.000000000,0.242105263,0.031578947,0.442105263,0.031578947,0.000000000,0.000000000,0.000000000,0.021052632,18,16,14,12,18,25,61,7,471,103,54,3
49,0.004056795,0.280933063,0.003042596,0.193711968,0.031440162,0.014198783,0.000000000,0.000000000,0.002028398,0,0,0,0,0,4,576,0,4030,12,4,1
50,0.004310345,0.418103448,0.008620690,0.219827586,0.017241379,0.000000000,0.000000000,0.000000000,0.000000000,0,0,18,0,12,8,128,0,1773,0,0,1
51,0.002500000,0.366666667,0.000000000,0.192500000,0.027500000,0.004166667,0.000000000,0.000000000,0.000833333,40,4,6,0,2,0,48,0,2254,18,38,1
52,0.002079002,0.515592516,0.000000000,0.251559252,0.027027027,0.002079002,0.000000000,0.008316008,0.000000000,2,2,14,2,0,0,4,0,1338,2,38,1
53,0.005434783,0.380434783,0.016304348,0.211956522,0.032608696,0.005434783,0.021700000,0.000000000,0.000000000,24,18,40,0,4,0,12,0,542,36,18,1
54,0.006605020,0.402906209,0.011889036,0.254953765,0.010568032,0.005284016,0.000000000,0.000000000,0.000000000,0,6,6,34,0,6,24,0,348,8,4,1
55,0.002714932,0.462443439,0.027149321,0.237104072,0.020814480,0.004524887,0.000000000,0.000000000,0.000000000,2,0,10,14,2,0,22,0,1816,2,114,1
56,0.002314815,0.502314815,0.000771605,0.222993827,0.022376543,0.011574074,0.000772000,0.002314815,0.001543210,0,0,30,16,0,0,0,0,230,2,0,1
57,0.003327172,0.010443623,0.001293900,0.218207024,0.006284658,0.001016636,0.134000000,0.000369686,0.000646950,0,2,12,198,0,0,4212,0,3911,2,348,2
58,0.001847575,0.491454965,0.002771363,0.243418014,0.024942263,0.007390300,0.000000000,0.001847575,0.000000000,10,0,16,0,6,0,20,0,1008,22,4,1
59,0.000000000,0.015892421,0.002444988,0.209046455,0.013447433,0.006112469,0.000000000,0.000000000,0.000000000,0,0,216,0,4,4,168,0,5614,0,364,1
60,0.000000000,0.006045949,0.003627570,0.198307134,0.018137848,0.010882709,0.000000000,0.001209190,0.000000000,0,0,204,4,0,0,817,0,434,0,0,1
61,0.003493014,0.532934132,0.000998004,0.217564870,0.022954092,0.002994012,0.000000000,0.000000000,0.000000000,4,22,0,2,12,0,2,0,1157,56,36,1
62,0.003208556,0.343315508,0.000000000,0.248128342,0.000000000,0.000000000,0.009090000,0.000000000,0.000000000,4,0,122,8,0,0,314,0,76,10,32,1
63,0.001479290,0.127218935,0.000000000,0.250000000,0.026627219,0.007396450,0.001480000,0.001479290,0.001479290,0,0,18,32,50,6,2,0,194,12,16,1
64,0.000000000,0.002664298,0.007992895,0.214920071,0.027531083,0.009769094,0.000000000,0.000000000,0.000000000,0,604,8,0,8,0,168,0,898,184,456,1
65,0.002718399,0.030890893,0.008896577,0.173236130,0.008773014,0.002347708,0.001980000,0.001606326,0.000988509,8,20,22,4,32,112,208,0,5240,70,114,1
66,0.009836066,0.382513661,0.002185792,0.264480874,0.020765027,0.004371585,0.000000000,0.000000000,0.000000000,64,64,52,0,86,0,0,0,40,12,28,1
67,0.020553576,0.364209372,0.005480954,0.268018635,0.013428337,0.003288572,0.078700000,0.001644286,0.000000000,8,84,3,6,50,60,928,4,1241,10,136,1
68,0.000366703,0.001100110,0.000366703,0.227356069,0.021268794,0.012101210,0.000000000,0.000000000,0.000000000,48,52,8,4,4,0,57,0,238,58,24,1
69,0.011857708,0.356860531,0.011857708,0.210615471,0.016374929,0.010163749,0.000000000,0.000000000,0.000000000,0,4,4,0,0,0,846,0,2828,0,10,1
70,0.004178892,0.067662488,0.002845203,0.145727750,0.009335823,0.001244776,0.261000000,0.003556504,0.000889126,2,46,28,20,292,110,7257,0,836,74,1700,2
71,0.012195122,0.319927348,0.001556824,0.205500778,0.015568241,0.001556824,0.438000000,0.000778412,0.000000000,4,36,12,52,38,62,1540,0,3299,120,1185,2
72,0.007159905,0.414081146,0.000000000,0.297136038,0.021479714,0.003579952,0.001190000,0.002386635,0.000000000,2,10,2,2,28,6,182,2,142,18,44,1
73,0.006578947,0.254385965,0.010964912,0.197368421,0.026315789,0.002192982,0.000000000,0.000000000,0.000000000,0,4,0,4,0,0,21,0,2272,28,64,1
74,0.087067862,0.094750320,0.003841229,0.303457106,0.005121639,0.000000000,0.129000000,0.001280410,0.000000000,0,2,72,0,0,12,562,0,13,0,8,1
75,0.001454545,0.506909091,0.034909091,0.228363636,0.009454545,0.002909091,0.003640000,0.000000000,0.004363636,0,2,4,0,0,0,110,0,2292,4,10,1
76,0.000000000,0.054855448,0.001482580,0.206819867,0.013343217,0.005189029,0.000741000,0.000000000,0.004447739,0,8,60,12,22,0,28,2,310,4,4,1
77,0.002183406,0.032751092,0.000000000,0.189956332,0.024017467,0.006550218,0.032800000,0.000000000,0.000000000,16,0,12,0,0,0,12,0,594,316,0,1
78,0.018181818,0.413223140,0.003305785,0.188429752,0.031404959,0.004958678,0.036400000,0.001652893,0.006611570,0,0,8,2,44,2,8,0,1104,6,14,2
79,0.024832856,0.355300860,0.014326648,0.284622732,0.022922636,0.002865330,0.316000000,0.000000000,0.000000000,2,4,62,20,44,190,220,2,1553,57,34,2
80,0.002153031,0.011427625,0.000496853,0.224412057,0.021364690,0.006127857,0.021000000,0.002484266,0.000000000,0,0,12,0,0,0,68,0,2518,12,8,1
81,0.003387534,0.503387534,0.026422764,0.214092141,0.025745257,0.004742547,0.000000000,0.000000000,0.002032520,4,2,0,4,0,0,390,2,3454,0,12,1
82,0.024932249,0.102168022,0.037669377,0.246070461,0.032249322,0.004607046,0.062300000,0.013550136,0.003794038,2,0,8,6,2,28,14,2,2636,12,30,2
83,0.008307373,0.020976116,0.003946002,0.200207684,0.011214953,0.001869159,0.049400000,0.004361371,0.000830737,8,21,14,6,8,72,1286,27,351,4,63,1
84,0.000686106,0.028130360,0.007547170,0.050428816,0.008233276,0.004459691,0.011300000,0.000343053,0.000343053,0,4,1018,16,2,10,1446,10,198,4,2,1
85,0.046784348,0.262683619,0.044562400,0.254536477,0.018886557,0.003703247,0.025100000,0.005801753,0.003456363,2,0,4,0,0,0,196,0,2848,2,10,2
86,0.003080082,0.460985626,0.018480493,0.246406571,0.012320329,0.005133470,0.000000000,0.003080082,0.002053388,4,0,12,4,6,2,0,0,4,0,0,1
87,0.003929273,0.482318271,0.002946955,0.186640472,0.016699411,0.004911591,0.000982000,0.000982318,0.000000000,2,0,132,2,0,0,36,0,1926,4,2,1
88,0.007352941,0.551470588,0.011029412,0.186764706,0.025735294,0.007352941,0.050000000,0.000000000,0.000000000,4,4,4,4,0,0,0,0,236,8,0,1
89,0.005797101,0.551304348,0.053913043,0.164057971,0.026086957,0.006376812,0.000000000,0.000000000,0.002318841,8,6,196,10,2,0,48,0,1250,42,70,1
90,0.000000000,0.001459854,0.006326034,0.208759124,0.012165450,0.002919708,0.000000000,0.002919708,0.000000000,4,2,2,2,0,0,213,0,6,2,2,1
91,0.002650177,0.436395760,0.010600707,0.195229682,0.022968198,0.010600707,0.000000000,0.000000000,0.000000000,0,2,10,0,0,0,210,0,3920,30,4,1
92,0.034562212,0.327188940,0.013824885,0.235023041,0.046082949,0.004608295,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,496,0,0,1
93,0.000190313,0.000095200,0.000000000,0.148253878,0.000856409,0.000000000,0.291000000,0.000095200,0.000000000,0,2,6,0,0,4,4956,0,424,20,122,1
94,0.015937453,0.057284619,0.003307773,0.188092016,0.007367313,0.002104947,0.123000000,0.001202827,0.001353180,2,74,132,12,10,0,498,0,648,222,248,1
95,0.007915567,0.511873351,0.015831135,0.139841689,0.010554090,0.010554090,0.002640000,0.000000000,0.002638522,0,4,4,4,4,0,8,0,532,8,32,1
96,0.006458967,0.519376900,0.000000000,0.182750760,0.020896657,0.007218845,0.004560000,0.000379939,0.000379939,0,0,0,0,0,0,4,0,1370,0,12,1
97,0.000930233,0.461395349,0.009302326,0.173953488,0.018604651,0.006511628,0.000000000,0.000000000,0.000000000,2,0,556,20,12,8,310,2,3374,14,116,1
98,0.006909548,0.345477387,0.005025126,0.180276382,0.012562814,0.002512563,0.000628000,0.000000000,0.000000000,0,0,5100,0,0,0,412,0,60,0,0,1
99,0.001719690,0.114359415,0.006018917,0.171109200,0.018916595,0.012037833,0.054200000,0.001719690,0.000000000,4,12,10,8,24,12,0,0,565,136,62,1
100,0.008042895,0.285075961,0.000000000,0.159964254,0.000893655,0.000000000,0.238000000,0.000893655,0.000000000,0,6,425,0,52,24,286,0,2091,4,2700,2
101,0.001647446,0.511532125,0.018945634,0.239703460,0.027182867,0.009060956,0.000000000,0.000000000,0.000823723,0,0,4,0,0,0,70,0,2809,0,6,1
102,0.008695652,0.485172798,0.008918618,0.159420290,0.013377926,0.002898551,0.005570000,0.003344482,0.005797101,2,36,62,4,10,8,12,0,2219,44,16,2
103,0.000000000,0.094620868,0.016850292,0.202851588,0.025275437,0.016202203,0.000648000,0.000648088,0.000000000,4,0,4,0,1016,0,212,0,2825,36,8,2
104,0.006788139,0.349053233,0.001786352,0.287602715,0.019649875,0.006073598,0.026800000,0.000000000,0.000357270,10,2,24,10,6,12,3303,0,1374,152,278,1
105,0.007596310,0.406673901,0.004612046,0.161421595,0.009224091,0.003526858,0.000271000,0.000000000,0.002170374,0,4,0,0,0,0,8,0,34,0,2,1
106,0.004933051,0.449612403,0.042283298,0.229739253,0.020436927,0.005637773,0.001410000,0.000704722,0.000704722,0,0,18,2,0,0,0,0,180,2,6,1
107,0.003562945,0.508313539,0.001187648,0.223277910,0.017814727,0.004750594,0.014300000,0.000000000,0.001187648,0,0,0,0,0,0,136,0,150,0,0,1
108,0.001375516,0.004539202,0.005777166,0.209078404,0.019807428,0.007290234,0.007980000,0.002063274,0.000962861,2,4,2312,4,60,44,3308,0,2722,312,1186,2
109,0.004678363,0.349707602,0.005847953,0.198830409,0.019883041,0.000000000,0.000000000,0.000000000,0.000000000,2,0,0,0,0,0,0,0,98,0,0,1
110,0.001253133,0.458020050,0.040726817,0.218671679,0.014724311,0.005639098,0.001570000,0.000313283,0.000000000,0,2,3,0,1,3,223,0,2367,0,413,1
111,0.001022495,0.093387866,0.002044990,0.169393320,0.015678255,0.006134969,0.000000000,0.005453306,0.000000000,48,14,914,24,30,4,4,0,1052,44,6,1
112,0.000786370,0.000524246,0.002228047,0.231323722,0.012581913,0.004587156,0.152000000,0.007732634,0.000131062,0,0,300,0,0,0,4638,0,24,2,54,2
113,0.002664890,0.000666223,0.000000000,0.192538308,0.009327115,0.003331113,0.000000000,0.000000000,0.001998668,0,36,4,4,4,0,534,0,712,111,462,1
114,0.076155938,0.342701723,0.013599275,0.309156845,0.000000000,0.000906618,0.000907000,0.002719855,0.000000000,0,20,352,0,4,8,1388,0,48,4,106,1
115,0.018743109,0.525909592,0.030871003,0.181918412,0.006615215,0.003307607,0.000000000,0.000000000,0.000000000,0,0,1,5,0,0,1,0,188,18,0,1
116,0.001213592,0.009708738,0.000000000,0.214805825,0.006067961,0.002427184,0.114000000,0.000000000,0.000000000,6,14,0,0,0,0,546,0,18,18,4,1
117,0.002307470,0.009518316,0.005768676,0.341217191,0.008364580,0.001153735,0.030600000,0.002019037,0.000000000,0,56,0,16,0,0,94,2,1245,14,119,1
118,0.005455537,0.006001091,0.003000546,0.358701582,0.013229678,0.004364430,0.104000000,0.003546099,0.000681942,0,2,12,18,4,0,1200,0,6348,24,4050,2
119,0.000000000,0.144645341,0.020862309,0.272600834,0.012980992,0.002318034,0.006490000,0.000927214,0.000463607,2,0,0,0,0,0,256,0,981,0,8,1
120,0.000334336,0.002674691,0.005683718,0.250417920,0.035105316,0.007689736,0.130000000,0.001671682,0.000501505,6,20,80,49,126,66,8354,192,1916,128,184,3
121,0.052588997,0.416666667,0.009708738,0.291262136,0.001618123,0.000000000,0.036400000,0.004045307,0.000000000,0,16,100,0,2,8,162,4,116,0,50,1
122,0.000145075,0.000145075,0.025097925,0.256637168,0.008559408,0.001595822,0.079500000,0.003626868,0.004207167,2,6,12,14,40,4,922,0,2545,49,326,2
123,0.001337196,0.015377758,0.004680187,0.277245376,0.013149097,0.002674393,0.175000000,0.002897259,0.000445732,2,2,18,0,0,2,1080,0,2061,64,144,1
124,0.004975124,0.022802653,0.001658375,0.048507463,0.004975124,0.000414594,0.226000000,0.000207297,0.000207297,8,46,8,16,148,2,3067,60,2837,136,250,2
125,0.007218479,0.336862368,0.014436959,0.294995188,0.025986526,0.008662175,0.005770000,0.001443696,0.000481232,2,22,2,0,0,0,42,0,472,4,4,1
126,0.003710575,0.421150278,0.005565863,0.233766234,0.018552876,0.031539889,0.011100000,0.000000000,0.000000000,112,16,2526,4,108,2,16,0,2262,36,44,2
127,0.003416301,0.011420205,0.001659346,0.205368472,0.014055637,0.003318692,0.016000000,0.001756955,0.000390434,4,50,22,14,24,320,1580,6,5173,174,700,1
128,0.000000000,0.000237361,0.004747211,0.313315927,0.003797769,0.000237361,0.021600000,0.000000000,0.000000000,0,20,79,12,156,8,1385,0,1349,26,76,1
129,0.000000000,0.008344924,0.019471488,0.242002782,0.020862309,0.013908206,0.000000000,0.000000000,0.000000000,0,0,64,16,0,0,320,0,3784,16,316,1
130,0.007736944,0.426499033,0.010638298,0.181818182,0.017408124,0.000000000,0.000000000,0.004835590,0.000967118,26,0,134,20,0,6,36,0,578,12,38,1
131,0.002479632,0.444916755,0.001771165,0.200850159,0.010981226,0.004250797,0.006020000,0.000000000,0.000354233,4,0,1876,2,0,2,0,2,154,6,4,1
132,0.020715631,0.328625235,0.000000000,0.276836158,0.018832392,0.000941620,0.067800000,0.000000000,0.000941620,2,10,4,20,8,2,160,0,192,22,80,1
133,0.002219756,0.532741398,0.003329634,0.144284129,0.018867925,0.002219756,0.000000000,0.000000000,0.003329634,4,0,0,0,0,2,2,0,240,2,0,1
134,0.002414730,0.007546031,0.016903109,0.307878056,0.011469967,0.003018412,0.130000000,0.002112889,0.002716571,8,4,8,36,10,2,2136,0,2072,70,124,2
135,0.000229358,0.013532110,0.006192661,0.276605505,0.012385321,0.003325688,0.208000000,0.006307339,0.001376147,0,46,1148,16,0,12,5738,0,4260,340,246,2
136,0.021677867,0.077823542,0.000867115,0.308259267,0.011922827,0.003034901,0.057700000,0.001517451,0.000650336,8,6,30,10,6,6,4336,0,3098,196,68,2
137,0.000169750,0.000169750,0.000509251,0.185367510,0.002376507,0.000679002,0.105000000,0.000000000,0.000169750,2,14,32,29,4,16,782,0,49,20,22,1
138,0.000198570,0.001191422,0.005758539,0.348490866,0.007148531,0.003177125,0.039100000,0.001588562,0.000000000,2,4,34,12,14,18,1383,0,1180,195,248,1
139,0.000000000,0.001395673,0.004187020,0.210746685,0.023726448,0.005582694,0.000000000,0.002093510,0.000000000,10,224,8,0,22,0,0,0,916,38,2,1
140,0.007751938,0.512489233,0.034453058,0.184323859,0.022394488,0.005167959,0.000861000,0.000861326,0.000000000,0,0,10,0,0,0,2,0,1238,6,0,1
141,0.004823844,0.013523990,0.000430700,0.018950814,0.003445603,0.000086100,0.058300000,0.000172280,0.000086100,0,0,18,0,8,104,4694,3,3324,14,434,1
142,0.000769823,0.547729022,0.003079292,0.217090069,0.016936105,0.004234026,0.000385000,0.000000000,0.000000000,4,0,4,2,0,0,156,0,226,0,0,1
143,0.000000000,0.000112322,0.000449287,0.056947096,0.001684825,0.000112322,0.057600000,0.000224643,0.000000000,0,0,4,0,2,0,244,0,6,0,950,1
144,0.000357654,0.003040057,0.000000000,0.114628040,0.003397711,0.000894134,0.091400000,0.000357654,0.000000000,0,0,10,6,0,0,52,0,9365,0,4,1
145,0.017908636,0.023524055,0.003338898,0.074062832,0.007588405,0.001214145,0.108000000,0.000000000,0.000303536,8,20,383,42,20,16,6093,124,4193,77,411,2
146,0.011764706,0.084860174,0.002121504,0.296239151,0.014079074,0.004243009,0.073100000,0.006364513,0.002507232,0,14,83,6,2,0,7580,0,2383,192,144,2
147,0.003404255,0.003525836,0.000851064,0.031610942,0.002431611,0.000851064,0.044700000,0.000243161,0.000607903,18,38,72,65,24,36,2325,77,2532,261,1594,2
148,0.011194030,0.388059701,0.007462687,0.276119403,0.037313433,0.007462687,0.000000000,0.000000000,0.000000000,0,0,20,0,0,0,128,0,2592,0,0,1
149,0.000000000,0.000167336,0.001506024,0.151104418,0.004016064,0.001338688,0.042700000,0.001004016,0.000000000,0,0,10,0,4,818,176,0,5178,208,62,1
150,0.000000000,0.006329114,0.003164557,0.246835443,0.012658228,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,14,2,8,70,0,550,0,8,1
151,0.000000000,0.259493671,0.000000000,0.297468354,0.018987342,0.006329114,0.000000000,0.006329114,0.006329114,0,0,168,0,0,0,0,0,10,672,0,2
152,0.006252791,0.522554712,0.004912908,0.184010719,0.010272443,0.005806163,0.000893000,0.000000000,0.000446628,4,0,8,0,0,0,232,0,4942,0,140,1
153,0.011525424,0.335141243,0.001694915,0.124745763,0.000112994,0.000000000,0.407000000,0.000903955,0.000000000,0,6,1074,2,2,138,2757,0,467,2,367,2
154,0.002384738,0.356120827,0.007949126,0.240063593,0.023847377,0.014308426,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,96,0,58,30,0,1
155,0.000000000,0.242497972,0.033252230,0.214922952,0.019464720,0.008110300,0.003240000,0.000000000,0.000811030,0,0,8,2,6,0,0,0,3958,10,8,1
156,0.008517228,0.541618273,0.005032907,0.220673635,0.025551684,0.007355788,0.000000000,0.001161440,0.000000000,0,2,22,0,0,0,102,0,1742,0,0,1
157,0.005314438,0.029672276,0.019486271,0.251992914,0.021700620,0.001771479,0.430000000,0.002657219,0.001771479,2,4,14,0,23,0,4837,0,1941,2,2302,2
158,0.006451613,0.565591398,0.000000000,0.205734767,0.025089606,0.008602151,0.188000000,0.003584229,0.000000000,0,0,24,2,0,0,0,0,890,2,2,2
159,0.002376865,0.004093490,0.000264096,0.059949822,0.001716625,0.001452529,0.132000000,0.001188433,0.000264096,0,0,2,0,0,0,6063,0,856,0,663,1
160,0.000361011,0.003537906,0.000072200,0.137617329,0.001444043,0.000216606,0.179000000,0.000072200,0.000505415,2,0,12,4,54,0,4275,0,1768,6,12,1
161,0.000000000,0.010591350,0.002647838,0.206531333,0.013239188,0.009708738,0.000000000,0.000000000,0.000882613,0,0,124,4,8,0,4,0,2382,8,24,1
162,0.018701737,0.274975869,0.001568533,0.184362934,0.012548263,0.002895753,0.014600000,0.000844595,0.000361969,16,58,36,12,655,483,7471,4,28275,243,288,3
163,0.004291845,0.564377682,0.037553648,0.225321888,0.019313305,0.004291845,0.000000000,0.002145923,0.000000000,0,0,2,0,0,0,0,0,4,2,0,1
164,0.004796930,0.023025264,0.005116725,0.252958107,0.015350176,0.006395907,0.056600000,0.003517749,0.000319795,18,16,32,8,6,2,1256,0,1047,98,106,1
165,0.008387539,0.011297501,0.000855871,0.359637111,0.013180418,0.002567614,0.029300000,0.000000000,0.000342349,22,8,322,16,20,8,10820,0,2746,150,440,2
166,0.001181335,0.488481985,0.007088009,0.193148258,0.014176019,0.001181335,0.000000000,0.000000000,0.000000000,0,4,2,0,2,2,4,0,196,136,90,1
167,0.000991642,0.000849979,0.002124947,0.360957643,0.008499788,0.003541578,0.067300000,0.000991642,0.000000000,6,10,36,10,0,38,1120,0,5541,155,458,1
168,0.007803790,0.501672241,0.028985507,0.224080268,0.013377926,0.002229654,0.042400000,0.002229654,0.000000000,8,0,8,4,0,0,18,0,1072,34,10,1
169,0.004725650,0.020477816,0.000000000,0.081648727,0.000262536,0.000000000,0.131000000,0.000262536,0.001575217,30,10,14,55,40,42,2384,8,1360,66,550,1
170,0.001035197,0.229813665,0.004140787,0.208074534,0.031055901,0.012422360,0.001040000,0.002070393,0.001035197,0,8,4,12,12,0,166,0,1070,12,444,1
